"ref_id","ref_type","reference"
122,"full_text","Plugge CM, Zoetendal EG, Stams AJM. Caloramator coolhaasii sp. nov., a glutamate-degrading, moderately thermophilic anaerobe. Int J Syst Evol Microbiol. 2000;50(3):1155-1162."
123,"full_text","Tanner RS, Miller LM, Yang D. Clostridium ljungdahlii sp. nov., an acetogenic species in clostridial rRNA homology group I. Int J Syst Bacteriol. 1993;43(2):232-236."
124,"full_text","Küsel K, Dorsch T, Acker G, Stackebrandt E, Drake HL. Clostridium scatologenes strain SL1 isolated as an acetogenic bacterium from acidic sediments. Int J Syst Evol Microbiol. 2000;50(2):537-546."
125,"full_text","Macy JM, Nunan K, Hagen KD, Dixon DR, Harbour PJ, Cahill M, et al. Chrysiogenes arsenatis gen. nov., sp. nov., a new arsenate-respiring bacterium isolated from gold mine wastewater. Int J Syst Bacteriol. 1996;46(4):1153-1157."
126,"full_text","Prowe SG, Antranikian G. Anaerobranca gottschalkii sp. nov., a novel thermoalkaliphilic bacterium that grows anaerobically at high pH and temperature. Int J Syst Evol Microbiol. 2001;51(2):457-465."
127,"full_text","Seyfried M, Lyon D, Rainey FA, Wiegel J. Caloramator viterbensis sp. nov., a novel thermophilic, glycerol-fermenting bacterium isolated from a hot spring in Italy. Int J Syst Evol Microbiol. 2002;52(4):1177-1184."
128,"full_text","Urios L, Intertaglia L, Lesongeur F, Lebaron P. Haliea rubra sp. nov., a member of the Gammaproteobacteria from the Mediterranean Sea. Int J Syst Evol Microbiol. 2009;59(5):1188-1192."
129,"full_text","Urios L, Intertaglia L, Lesongeur F, Lebaron P. Haliea salexigens gen. nov., sp. nov., a member of the Gammaproteobacteria from the Mediterranean Sea. Int J Syst Evol Microbiol. 2008;58(5):1233-1237."
130,"full_text","Urios L, Intertaglia L, Lesongeur F, Lebaron P. Balneola alkaliphila sp. nov., a marine bacterium isolated from the Mediterranean Sea. Int J Syst Evol Microbiol. 2008;58(6):1288-1291."
131,"full_text","Crespo-Medina M, Chatziefthimiou A, Cruz-Matos R, Pérez-Rodríguez I, Barkay T, Lutz RA, et al. Salinisphaera hydrothermalis sp. nov., a mesophilic, halotolerant, facultatively autotrophic, thiosulfateoxidizing gammaproteobacterium from deep-sea hydrothermal vents, and emended description of the genus Salinisphaera. Int J Syst Evol Microbiol. 2009;59(6):1497-1503."
132,"full_text","Chen S, Dong X. Acetanaerobacterium elongatum gen. nov., sp. nov., from paper mill waste water. Int J Syst Evol Microbiol. 2004;54(6):2257-2262."
133,"full_text","Alain K, Pignet P, Zbinden M, Quillevere M, Duchiron F, Donval JP, et al. Caminicella sporogenes gen. nov., sp. nov., a novel thermophilic spore-forming bacterium isolated from an East-Pacific Rise hydrothermal vent. Int J Syst Evol Microbiol. 2002;52(5):1621-1628."
134,"full_text","Ritalahti KM, Justicia-Leon SD, Cusick KD, Ramos-Hernandez N, Rubin M, Dornbush J, et al. Sphaerochaeta globosa gen. nov., sp. nov. and Sphaerochaeta pleomorpha sp. nov., free-living, spherical spirochaetes. Int J Syst Evol Microbiol. 2012;62(1):210-216."
135,"full_text","Hernandez-Eugenio G, Fardeau ML, Cayol JL, Patel BKC, Thomas P, Macarie H, et al. Sporanaerobacter acetigenes gen. nov., sp. nov., a novel acetogenic, facultatively sulfur-reducing bacterium. Int J Syst Evol Microbiol. 2002;52(4):1217-1223."
136,"full_text","Kuhner CH, Frank C, Grießhammer A, Schmittroth M, Acker G, Gößner A, et al. Sporomusa silvacetica sp. nov., an acetogenic bacterium isolated from aggregated forest soil. Int J Syst Bacteriol. 1997;47(2):352-358."
137,"full_text","Tarlera S, Muxí L, Soubes M, Stams AJ. Caloramator proteoclasticus sp. nov., a new moderately thermophilic anaerobic proteolytic bacterium. Int J Syst Bacteriol. 1997;47(3):651-656."
138,"full_text","González JM, Kato C, Horikoshi K. Thermococcus peptonophilus sp. nov., a fast-growing, extremely thermophilic archaebacterium isolated from deep-sea hydrothermal vents. Arch Microbiol. 1995;164(3):159-164."
139,"full_text","Kwak YS, Kobayashi T, Akiba T, Horikoshi K, Kim YB. A hyperthermophilic sulfur-reducing archaebacterium, Thermococcus sp. DT1331, isolated from a deep-sea hydrothermal vent. Biosci Biotech Bioch. 1995;59(9):1666-1669."
140,"full_text","Grote R, Li L, Tamaoka J, Kato C, Horikoshi K, Antranikian G. Thermococcus siculi sp. nov., a novel hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent at the Mid-Okinawa Trough. Extremophiles. 1999;3(1):55-62."
141,"full_text","González JM, Masuchi Y, Robb FT, Ammerman JW, Maeder DL, Yanagibayashi M, et al. Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough. Extremophiles. 1998;2(2):123-130."
142,"full_text","Takai K, Inoue A, Horikoshi K. Thermaerobacter marianensis gen. nov., sp. nov., an aerobic extremely thermophilic marine bacterium from the 11000 m deep Mariana Trench. Int J Syst Evol Microbiol. 1999;49(2):619-628."
143,"full_text","Benson JG. Biofilms in pasteurisers: investigating growth of Streptococcus thermophilus B.Sc. (Honours) Thesis. Hobart: University of Tasmania; 1996."
144,"full_text","Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314."
145,"full_text","Franzmann PD, Springer N, Ludwig W, Conway de Macario E, Rohde M. A methanogenic Archaeon from Ace Lake, Antarctica: Methanococcoides burtonii sp. nov. Syst Appl Microbiol. 1992;15:573-581."
146,"full_text","Hayward LJ. Predictive microbiology of Aeromonas hydrophila: the effect of temperature and water activity on the growth of Aeromonas hydrophila, B.Sc. (Honours) Thesis. Hobart: University of Tasmania; 1990."
147,"full_text","Krist K. Description and mechanisms of bacterial growth responses to water activity and compatible solutes, PhD Thesis. Hobart: University of Tasmania; 1997. Refer hochstein1984effect."
148,"full_text","McMeekin TA, Franzmann PD. Effect of temperature on the growth rates of halotolerant and halophilic Bacteria isolated from Antarctic saline lakes. Polar Biol. 1988;8:281-285."
149,"full_text","Mellefont L. Predictive model development and lag phase characterisation for applications in the meat industry, PhD Thesis. Hobart: University of Tasmania; 2000."
150,"full_text","Neumeyer K. Modelling pseudomonad growth in milk and milk-based products, MSc Thesis. Hobart: University of Tasmania; 1995."
151,"full_text","Nichols DS, Greenhill AR, Shadbolt CT, Ross T, McMeekin TA. Physicochemical parameters for the growth of sea ice bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158. Appl Environ Microbiol. 1999;65:3757-3760."
152,"full_text","Nichols DS, Olley J, Garda J, Brenner RR, McMeekin T. Effect of temperature and salinity stress on growth and lipid composition of Shewanella gelidmarina. Appl Environ Microbiol. 2000;66:2422-2429."
153,"full_text","Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929."
154,"full_text","Ross T. A philosophy for the development of kinetic models in predictive microbiology, PhD Thesis. Hobart: University of Tasmania; 1993."
155,"full_text","Salter MA, Ross T, McMeekin TA. Applicability of a model for nonpathogenic Escherichia coli for predicting the growth of pathogenic Escherichia coli. J Appl Microbiol. 1998;85:357-364."
156,"full_text","Smith RV, Evans MCW. Nitrogenase activity in cell-free extracts of the blue-green alga, Anabaena cylindrica. J Bacteriol. 1971;105(3):913-917."
157,"full_text","Poli A, Romano I, Caliendo G, Nicolaus G, Orlando P, de Falco A, et al. Geobacillus toebii subsp. decanicus subsp. nov., a hydrocarbondegrading, heavy metal resistant bacterium from hot compost. J Gen Appl Microbiol. 2006;52(4):223-234."
158,"full_text","Bakermans C, Nealson KH. Relationship of critical temperature to macromolecular synthesis and growth yield in Psychrobacter cryopegella. J Bacteriol. 2004;186(8):2340-2345."
159,"full_text","Kim JJ, Alkawally M, Brady AL, Rijpstra WIC, Damsté JSS, Dunfield PF. Chryseolinea serpens gen. nov., sp. nov., a member of the phylum Bacteroidetes isolated from soil. Int J Syst Evol Microbiol. 2013;63(Pt 2):654-660."
160,"full_text","Nazina TN, Lebedeva EV, Poltaraus AB, Tourova TP, Grigoryan AA, Sokolova DS, et al. Geobacillus gargensis sp. nov., a novel thermophile from a hot spring, and the reclassification of Bacillus vulcani as Geobacillus vulcani comb. nov. Int J Syst Evol Microbiol. 2004;54(6):2019-2024."
161,"full_text","Mesbah NM, Wiegel J. Natronovirga wadinatrunensis gen. nov., sp. nov. and Natranaerobius trueperi sp. nov., halophilic, alkalithermophilic micro-organisms from soda lakes of the Wadi An Natrun, Egypt. Int J Syst Evol Microbiol. 2009;59(8):2042-2048."
162,"full_text","Ogg CD, Patel BKC. Thermotalea metallivorans gen. nov., sp. nov., a thermophilic, anaerobic bacterium from the Great Artesian Basin of Australia aquifer. Int J Syst Evol Microbiol. 2009;59(5):964-971."
163,"full_text","Sekiguchi Y, Yamada T, Hanada S, Ohashi A, Harada H, Kamagata Y. Anaerolinea thermophila gen. nov., sp. nov. and Caldilinea aerophila gen. nov., sp. nov., novel filamentous thermophiles that represent a previously uncultured lineage of the domain Bacteria at the subphylum level. Int J Syst Evol Microbiol. 2003;53(6):1843-1851."
164,"full_text","Abdeljabbar H, Cayol JL, Hania WB, Boudabous A, Sadfi N, Fardeau ML. Halanaerobium sehlinense sp. nov., an extremely halophilic, fermentative, strictly anaerobic bacterium from sediments of the hypersaline lake Sehline Sebkha. Int J Syst Evol Microbiol. 2013;63(Pt 6):2069-2074."
165,"full_text","Urios L, Agogué H, Lesongeur F, Stackebrandt E, Lebaron P. Balneola vulgaris gen. nov., sp. nov., a member of the phylum Bacteroidetes from the north-western Mediterranean Sea. Int J Syst Evol Microbiol. 2006;56(8):1883-1887."
166,"full_text","Bernalier A, Willems A, Leclerc M, Rochet V, Collins MD. Ruminococcus hydrogenotrophicus sp. nov., a new H2/CO2-utilizing acetogenic bacterium isolated from human feces. Arch Microbiol. 1996;166(3):176-183."
167,"full_text","Lund MB, Schätzle S, Schramm A, Kjeldsen KU. Verminephrobacter aporrectodeae sp. nov. subsp. tuberculatae and subsp. caliginosae, the specific nephridial symbionts of the earthworms Aporrectodea tuberculata and A. caliginosa. Antonie van Leeuwenhoek. 2012;101(3):507-514."
168,"full_text","Pinel N, Davidson SK, Stahl DA. Verminephrobacter eiseniae gen. nov., sp. nov., a nephridial symbiont of the earthworm Eisenia foetida (Savigny). Int J Syst Evol Microbiol. 2008;58(9):2147-2157."
169,"full_text","Orlygsson J, Baldursson SRB. Phylogenetic and physiological studies of four hydrogen-producing thermoanaerobes from Icelandic geothermal areas. Icel Agric Sci. 2007;20:93-106."
170,"full_text","Vésteinsdóttir H, Reynisdóttir DB, Örlygsson J. Hydrogenophilus islandicus sp. nov., a thermophilic hydrogen-oxidizing bacterium isolated from an Icelandic hot spring. Int J Syst Evol Microbiol. 2011;61(2):290-294."
171,"full_text","Mäkinen AE, Kaksonen AH, Puhakka JA. Thermovorax subterraneus, gen. nov., sp. nov., a thermophilic hydrogen-producing bacterium isolated from geothermally active underground mine. Extremophiles. 2009;13(3):505-510."
172,"full_text","Aguiar P, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium azorense, sp. nov., a thermophilic hydrogen-oxidizing microaerophile from terrestrial hot springs in the Azores. Int J Syst Evol Microbiol. 2004;54(1):33-39."
173,"full_text","Alain K, Postec A, Grinsard E, Lesongeur F, Prieur D, Godfroy A. Thermodesulfatator atlanticus sp. nov., a thermophilic, chemolithoautotrophic, sulfate-reducing bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2010;60(1):33-38."
174,"full_text","Mori K, Harayama S. Methanobacterium petrolearium sp. nov. and Methanobacterium ferruginis sp. nov., mesophilic methanogens isolated from salty environments. Int J Syst Evol Microbiol. 2011;61(1):138-143."
175,"full_text","Moussard H, L’haridon S, Tindall B, Banta A, Schumann P, Stackebrandt E, et al. Thermodesulfatator indicus gen. nov., sp. nov., a novel thermophilic chemolithoautotrophic sulfate-reducing bacterium isolated from the Central Indian Ridge. Int J Syst Evol Microbiol. 2004;54(1):227-233."
176,"full_text","Kuwabara T, Minaba M, Ogi N, Kamekura M. Thermococcus celericrescens sp. nov., a fast-growing and cell-fusing hyperthermophilic archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007;57(3):437-443."
177,"full_text","Nepomnyashchaya YN, Slobodkina GB, Baslerov RV, Chernyh NA, Bonch-Osmolovskaya EA, Netrusov AI, et al. Moorella humiferrea sp. nov., a thermophilic, anaerobic bacterium capable of growth via electron shuttling between humic acid and Fe (III). Int J Syst Evol Microbiol. 2012;62(Pt 3):613-617."
178,"full_text","Nunoura T, Oida H, Miyazaki M, Suzuki Y. Thermosulfidibacter takaii gen. nov., sp. nov., a thermophilic, hydrogen-oxidizing, sulfur-reducing chemolithoautotroph isolated from a deep-sea hydrothermal field in the Southern Okinawa Trough. Int J Syst Evol Microbiol. 2008;58(3):659-665."
179,"full_text","Takai K, Kobayashi H, Nealson KH, Horikoshi K. Sulfurihydrogenibium subterraneum gen. nov., sp. nov., from a subsurface hot aquifer. Int J Syst Evol Microbiol. 2003;53(3):823-827."
180,"full_text","Jolivet E, L’Haridon S, Corre E, Forterre P, Prieur D. Thermococcus gammatolerans sp. nov., a hyperthermophilic archaeon from a deep-sea hydrothermal vent that resists ionizing radiation. Int J Syst Evol Microbiol. 2003;53(3):847-851."
181,"full_text","Takai K, Nealson KH, Horikoshi K. Methanotorris formicicus sp. nov., a novel extremely thermophilic, methane-producing archaeon isolated from a black smoker chimney in the Central Indian Ridge. Int J Syst Evol Microbiol. 2004;54(4):1095-1100."
182,"full_text","O’Neill AH, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium rodmanii sp. nov., a sulfur-oxidizing chemolithoautotroph from the Uzon Caldera, Kamchatka Peninsula, Russia, and emended description of the genus Sulfurihydrogenibium. Int J Syst Evol Microbiol. 2008;58(5):1147-1152."
183,"full_text","Flores GE, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium kristjanssonii sp. nov., a hydrogen-and sulfur-oxidizing thermophile isolated from a terrestrial Icelandic hot spring. Int J Syst Evol Microbiol. 2008;58(5):1153-1158."
184,"full_text","Zhang H, Sekiguchi Y, Hanada S, Hugenholtz P, Kim H, Kamagata Y, et al. Gemmatimonas aurantiaca gen. nov., sp. nov., a Gram-negative, aerobic, polyphosphate-accumulating micro-organism, the first cultured representative of the new bacterial phylum Gemmatimonadetes phyl. nov. Int J Syst Evol Microbiol. 2003;53(4):1155-1163."
185,"full_text","Podosokorskaya OA, Kublanov IV, Reysenbach AL, Kolganova TV, Bonch-Osmolovskaya EA. Thermosipho affectus sp. nov., a thermophilic, anaerobic, cellulolytic bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2011;61(5):1160-1164."
186,"full_text","Pérez-Rodríguez I, Ricci J, Voordeckers JW, Starovoytov V, Vetriani C. Nautilia nitratireducens sp. nov., a thermophilic, anaerobic, chemosynthetic, nitrate-ammonifying bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2010;60(5):1182-1186."
187,"full_text","Manaia CM, Nogales B, Nunes OC. Tepidiphilus margaritifer gen. nov., sp. nov., isolated from a thermophilic aerobic digester. Int J Syst Evol Microbiol. 2003;53(5):1405-1410."
188,"full_text","Cadillo-Quiroz H, Bräuer SL, Goodson N, Yavitt JB, Zinder SH. Methanobacterium paludis sp. nov. and a novel strain of Methanobacterium lacus isolated from northern peatlands. Int J Syst Evol Microbiol. 2014;64(Pt 5):1473-1480."
189,"full_text","Smith JL, Campbell BJ, Hanson TE, Zhang CL, Cary SC. Nautilia profundicola sp. nov., a thermophilic, sulfur-reducing epsilonproteobacterium from deep-sea hydrothermal vents. Int J Syst Evol Microbiol. 2008;58(7):1598-1602."
190,"full_text","Pikuta EV, Marsic D, Itoh T, Bej AK, Tang J, Whitman WB, et al. Thermococcus thioreducens sp. nov., a novel hyperthermophilic, obligately sulfur-reducing archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007;57(7):1612-1618."
191,"full_text","Kuwabara T, Kawasaki A, Uda I, Sugai A. Thermosipho globiformans sp. nov., an anaerobic thermophilic bacterium that transforms into multicellular spheroids with a defect in peptidoglycan formation. Int J Syst Evol Microbiol. 2011;61(7):1622-1627."
192,"full_text","Gorlas A, Croce O, Oberto J, Gauliard E, Forterre P, Marguet E. Thermococcus nautili sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal deep-sea vent. Int J Syst Evol Microbiol. 2014;64(Pt 5):1802-1810."
